station_id,utc_time,PM2.5,PM10,NO2
HV1,2018-05-10 10:00:00,5.5,11.6,14.4
HV1,2018-05-10 11:00:00,4.0,11.0,16.2
HV1,2018-05-10 12:00:00,9.8,16.4,19.2
HV1,2018-05-10 13:00:00,10.0,16.4,18.3
HV1,2018-05-10 14:00:00,4.2,9.8,17.9
HV1,2018-05-10 15:00:00,5.5,10.7,18.4
HV1,2018-05-10 16:00:00,8.9,13.7,18.7
HV1,2018-05-10 17:00:00,-1.3,4.1,14.6
HV1,2018-05-10 18:00:00,5.7,8.1,11.3
HV1,2018-05-10 19:00:00,3.4,9.0,32.1
HV1,2018-05-10 20:00:00,6.2,13.0,46.1
HV1,2018-05-10 21:00:00,10.5,17.2,65.5
HV1,2018-05-10 22:00:00,10.1,16.3,61.7
HV1,2018-05-10 23:00:00,14.5,20.8,60.5
HV1,2018-05-11 00:00:00,19.0,24.4,43.5
HV1,2018-05-11 01:00:00,13.0,17.5,37.6
HV1,2018-05-11 02:00:00,10.1,16.7,34.4
HV1,2018-05-11 03:00:00,3.8,9.2,36.7
HV1,2018-05-11 04:00:00,14.1,21.9,49.4
HV1,2018-05-11 05:00:00,15.8,37.9,61.5
HV1,2018-05-11 06:00:00,15.5,30.7,42.5
HV1,2018-05-11 07:00:00,12.0,24.3,34.4
HV1,2018-05-11 08:00:00,10.2,28.8,28.4
HV1,2018-05-11 09:00:00,7.8,23.3,26.8
HV1,2018-05-11 10:00:00,9.4,26.0,23.0
HV1,2018-05-11 11:00:00,3.1,15.2,23.9
HV1,2018-05-11 12:00:00,5.2,19.5,24.9
HV1,2018-05-11 13:00:00,7.2,17.0,28.3
HV1,2018-05-11 14:00:00,11.1,23.5,33.3
HV1,2018-05-11 15:00:00,9.3,20.3,33.0
HV1,2018-05-11 16:00:00,9.2,18.7,45.8
HV1,2018-05-11 17:00:00,8.7,18.1,46.7
HV1,2018-05-11 18:00:00,8.3,17.6,52.6
HV1,2018-05-11 19:00:00,9.1,17.5,32.3
HV1,2018-05-11 20:00:00,12.3,20.5,20.9
HV1,2018-05-11 21:00:00,17.9,24.1,22.1
HV1,2018-05-11 22:00:00,9.8,17.9,28.5
HV1,2018-05-11 23:00:00,12.2,18.5,26.3
HV1,2018-05-12 00:00:00,15.4,22.2,36.4
HV1,2018-05-12 01:00:00,17.3,22.9,39.7
HV1,2018-05-12 02:00:00,10.3,17.6,38.6
HV1,2018-05-12 03:00:00,13.1,20.4,45.6
HV1,2018-05-12 04:00:00,13.7,27.2,36.4
HV1,2018-05-12 05:00:00,11.0,18.6,36.7
HV1,2018-05-12 06:00:00,13.2,23.4,35.5
HV1,2018-05-12 07:00:00,10.7,19.2,29.3
HV1,2018-05-12 08:00:00,11.4,17.4,33.8
HV1,2018-05-12 09:00:00,11.6,19.4,37.4
HV1,2018-05-12 10:00:00,8.8,17.1,38.4
HV1,2018-05-12 11:00:00,9.9,16.9,36.5
HV1,2018-05-12 12:00:00,9.3,12.8,42.4
HV1,2018-05-12 13:00:00,7.9,9.9,38.7
HV1,2018-05-12 14:00:00,9.0,10.5,27.3
HV1,2018-05-12 15:00:00,19.2,21.9,48.8
HV1,2018-05-12 16:00:00,16.3,19.9,59.7
HV1,2018-05-12 17:00:00,8.3,11.4,59.7
HV1,2018-05-12 18:00:00,6.6,8.6,61.5
HV1,2018-05-12 19:00:00,7.6,9.8,58.3
HV1,2018-05-12 20:00:00,11.9,13.1,61.3
HV1,2018-05-12 21:00:00,6.6,8.3,28.0
HV1,2018-05-12 22:00:00,10.9,11.3,36.9
HV1,2018-05-12 23:00:00,16.4,17.3,47.9
HV1,2018-05-13 00:00:00,17.9,18.3,40.4
HV1,2018-05-13 01:00:00,12.3,13.7,23.7
HV1,2018-05-13 02:00:00,11.2,13.1,21.0
HV1,2018-05-13 03:00:00,13.0,14.5,30.7
HV1,2018-05-13 04:00:00,12.9,14.6,33.8
HV1,2018-05-13 05:00:00,20.1,23.6,37.5
HV1,2018-05-13 06:00:00,15.1,19.3,36.8
HV1,2018-05-13 07:00:00,16.6,22.0,37.9
HV1,2018-05-13 08:00:00,13.9,20.3,34.8
HV1,2018-05-13 09:00:00,14.3,20.9,23.6
HV1,2018-05-13 10:00:00,10.9,17.3,21.1
HV1,2018-05-13 11:00:00,7.6,13.1,27.5
HV1,2018-05-13 12:00:00,11.5,17.1,29.9
HV1,2018-05-13 13:00:00,7.4,12.0,25.9
HV1,2018-05-13 14:00:00,10.7,13.7,14.5
HV1,2018-05-13 15:00:00,9.4,12.8,11.2
HV1,2018-05-13 16:00:00,10.3,13.9,13.6
HV1,2018-05-13 17:00:00,6.8,9.3,9.7
HV1,2018-05-13 18:00:00,14.4,17.1,8.7
HV1,2018-05-13 19:00:00,11.1,13.8,15.3
HV1,2018-05-13 20:00:00,23.1,27.7,55.3
HV1,2018-05-13 21:00:00,19.8,25.4,46.0
HV1,2018-05-13 22:00:00,21.1,25.3,41.5
HV1,2018-05-13 23:00:00,22.1,24.8,39.9
HV1,2018-05-14 00:00:00,19.9,22.1,38.4
HV1,2018-05-14 01:00:00,21.5,23.5,22.5
HV1,2018-05-14 02:00:00,7.9,11.1,12.5
HV1,2018-05-14 03:00:00,10.3,11.4,10.6
HV1,2018-05-14 04:00:00,13.1,15.5,12.9
HV1,2018-05-14 05:00:00,12.1,13.9,16.6
HV1,2018-05-14 06:00:00,8.0,10.6,19.2
HV1,2018-05-14 07:00:00,6.5,10.2,16.8
HV1,2018-05-14 08:00:00,3.0,7.8,11.9
HV1,2018-05-14 09:00:00,3.5,9.0,8.0
HV1,2018-05-14 10:00:00,9.5,14.5,7.1
HV1,2018-05-14 11:00:00,8.3,13.1,7.3
HV1,2018-05-14 12:00:00,4.4,9.3,6.7
HV1,2018-05-14 13:00:00,1.6,5.0,6.8
HV1,2018-05-14 14:00:00,6.3,9.8,6.8
HV1,2018-05-14 15:00:00,4.8,9.0,6.6
HV1,2018-05-14 16:00:00,4.0,7.7,8.2
HV1,2018-05-14 17:00:00,3.5,7.1,6.9
HV1,2018-05-14 18:00:00,6.2,9.9,8.5
HV1,2018-05-14 19:00:00,5.1,8.1,11.4
HV1,2018-05-14 20:00:00,8.1,11.9,13.8
HV1,2018-05-14 21:00:00,1.4,4.2,14.7
HV1,2018-05-14 22:00:00,6.6,8.3,11.0
HV1,2018-05-14 23:00:00,6.7,10.2,15.7
HV1,2018-05-15 00:00:00,7.6,9.0,11.5
HV1,2018-05-15 01:00:00,4.3,5.9,11.0
HV1,2018-05-15 02:00:00,5.2,7.7,12.8
HV1,2018-05-15 03:00:00,6.7,9.8,19.7
HV1,2018-05-15 04:00:00,5.4,10.0,27.7
HV1,2018-05-15 05:00:00,7.3,11.1,23.1
HV1,2018-05-15 06:00:00,7.8,9.3,16.3
HV1,2018-05-15 07:00:00,10.0,11.4,16.3
HV1,2018-05-15 08:00:00,11.3,15.6,13.9
HV1,2018-05-15 09:00:00,5.6,11.1,13.3
HV1,2018-05-15 10:00:00,6.1,10.7,11.2
HV1,2018-05-15 11:00:00,11.6,16.7,9.8
HV1,2018-05-15 12:00:00,10.9,15.4,8.2
HV1,2018-05-15 13:00:00,13.0,18.8,7.3
HV1,2018-05-15 14:00:00,8.8,14.8,7.0
HV1,2018-05-15 15:00:00,8.8,14.7,6.8
HV1,2018-05-15 16:00:00,9.3,15.8,6.6
HV1,2018-05-15 17:00:00,11.8,18.1,8.5
HV1,2018-05-15 18:00:00,21.6,28.7,9.1
HV1,2018-05-15 19:00:00,12.3,17.0,12.7
HV1,2018-05-15 20:00:00,15.1,18.7,13.8
HV1,2018-05-15 21:00:00,13.5,16.0,17.1
HV1,2018-05-15 22:00:00,12.1,16.5,16.9
HV1,2018-05-15 23:00:00,12.8,14.3,14.7
HV1,2018-05-16 00:00:00,12.2,15.3,10.2
HV1,2018-05-16 01:00:00,13.3,15.9,7.3
HV1,2018-05-16 02:00:00,8.6,10.2,7.6
HV1,2018-05-16 03:00:00,5.0,5.4,7.8
HV1,2018-05-16 04:00:00,5.0,6.2,9.2
HV1,2018-05-16 05:00:00,4.9,6.3,12.1
HV1,2018-05-16 06:00:00,7.6,9.9,10.7
HV1,2018-05-16 07:00:00,1.8,5.1,10.9
HV1,2018-05-16 08:00:00,6.9,12.4,9.2
HV1,2018-05-16 09:00:00,14.3,19.6,8.8
HV1,2018-05-16 10:00:00,14.9,20.3,6.9
HV1,2018-05-16 11:00:00,10.0,21.3,4.8
HV1,2018-05-16 12:00:00,11.2,24.1,4.8
HV1,2018-05-16 13:00:00,12.7,25.4,4.5
HV1,2018-05-16 14:00:00,5.6,17.6,5.0
HV1,2018-05-16 15:00:00,5.8,17.7,4.9
HV1,2018-05-16 16:00:00,11.7,23.0,5.6
HV1,2018-05-16 17:00:00,10.1,19.7,5.3
HV1,2018-05-16 18:00:00,5.1,14.1,5.7
HV1,2018-05-16 19:00:00,5.5,15.0,5.5
HV1,2018-05-16 20:00:00,4.9,14.7,4.9
HV1,2018-05-16 21:00:00,4.6,14.4,5.9
HV1,2018-05-16 22:00:00,10.1,18.4,4.7
HV1,2018-05-16 23:00:00,16.0,23.0,6.5
HV1,2018-05-17 00:00:00,5.0,11.9,10.0
HV1,2018-05-17 01:00:00,-0.3,7.2,18.1
HV1,2018-05-17 02:00:00,15.4,20.6,23.5
HV1,2018-05-17 03:00:00,7.3,14.7,7.3
HV1,2018-05-17 04:00:00,9.2,21.5,6.9
HV1,2018-05-17 05:00:00,8.0,16.7,9.2
HV1,2018-05-17 06:00:00,4.9,14.6,7.9
HV1,2018-05-17 07:00:00,5.1,14.9,5.5
HV1,2018-05-17 08:00:00,2.4,12.2,5.4
HV1,2018-05-17 09:00:00,3.3,13.1,5.1
HV1,2018-05-17 10:00:00,9.5,18.1,5.8
HV1,2018-05-17 11:00:00,5.4,13.9,5.5
HV1,2018-05-17 12:00:00,6.5,14.0,4.7
HV1,2018-05-17 13:00:00,5.4,12.7,4.9
HV1,2018-05-17 14:00:00,7.3,15.6,5.5
HV1,2018-05-17 15:00:00,5.2,14.5,12.4
HV1,2018-05-17 16:00:00,9.2,23.3,15.9
HV1,2018-05-17 17:00:00,7.6,22.1,14.6
HV1,2018-05-17 18:00:00,1.8,15.8,11.4
HV1,2018-05-17 19:00:00,6.0,19.4,13.0
HV1,2018-05-17 20:00:00,5.7,17.0,14.6
HV1,2018-05-17 21:00:00,4.8,14.4,14.2
HV1,2018-05-17 22:00:00,5.6,10.7,11.6
HV1,2018-05-17 23:00:00,10.2,14.8,10.5
HV1,2018-05-18 00:00:00,8.9,13.6,10.1
HV1,2018-05-18 01:00:00,7.2,10.9,12.0
HV1,2018-05-18 02:00:00,0.4,4.4,12.2
HV1,2018-05-18 03:00:00,-2.4,2.0,12.6
HV1,2018-05-18 04:00:00,8.4,11.6,15.3
HV1,2018-05-18 05:00:00,6.9,11.8,15.2
HV1,2018-05-18 06:00:00,10.1,17.2,16.6
HV1,2018-05-18 07:00:00,6.7,13.7,8.2
HV1,2018-05-18 08:00:00,5.8,12.5,9.4
HV1,2018-05-18 09:00:00,10.9,18.0,9.9
HV1,2018-05-18 10:00:00,8.9,15.5,9.6
HV1,2018-05-18 11:00:00,10.6,15.8,13.9
HV1,2018-05-18 12:00:00,8.2,14.5,15.1
HV1,2018-05-18 13:00:00,7.5,12.3,9.2
HV1,2018-05-18 14:00:00,6.9,12.6,17.1
HV1,2018-05-18 15:00:00,6.2,12.0,8.7
HV1,2018-05-18 16:00:00,7.2,15.0,15.8
HV1,2018-05-18 17:00:00,10.6,21.8,23.2
HV1,2018-05-18 18:00:00,10.8,22.9,31.4
HV1,2018-05-18 19:00:00,10.6,21.5,20.6
HV1,2018-05-18 20:00:00,7.8,17.9,25.0
HV1,2018-05-18 21:00:00,10.9,19.2,24.5
HV1,2018-05-18 22:00:00,8.3,16.5,22.5
HV1,2018-05-18 23:00:00,9.8,17.0,22.5
HV1,2018-05-19 00:00:00,12.8,18.1,26.3
HV1,2018-05-19 01:00:00,16.3,21.9,35.5
HV1,2018-05-19 02:00:00,14.6,17.9,21.8
HV1,2018-05-19 03:00:00,9.3,14.0,19.5
HV1,2018-05-19 04:00:00,9.2,14.9,27.3
HV1,2018-05-19 05:00:00,15.4,23.5,23.2
HV1,2018-05-19 06:00:00,13.1,26.1,25.8
HV1,2018-05-19 07:00:00,12.9,23.9,17.8
HV1,2018-05-19 08:00:00,11.8,23.3,15.3
HV1,2018-05-19 09:00:00,11.4,20.4,14.1
HV1,2018-05-19 10:00:00,11.9,17.7,11.9
HV1,2018-05-19 11:00:00,10.0,16.3,8.8
HV1,2018-05-19 12:00:00,8.0,13.3,10.1
HV1,2018-05-19 13:00:00,8.3,11.7,17.2
HV1,2018-05-19 14:00:00,11.9,17.0,12.8
HV1,2018-05-19 15:00:00,6.9,14.7,10.8
HV1,2018-05-19 16:00:00,4.0,11.6,15.9
HV1,2018-05-19 17:00:00,8.7,17.7,14.4
HV1,2018-05-19 18:00:00,10.4,16.2,16.8
HV1,2018-05-19 19:00:00,13.3,17.3,20.2
HV1,2018-05-19 20:00:00,10.1,12.8,24.3
HV1,2018-05-19 21:00:00,18.8,21.6,28.3
HV1,2018-05-19 22:00:00,15.8,19.2,27.9
HV1,2018-05-19 23:00:00,15.0,18.8,30.8
HV1,2018-05-20 00:00:00,15.9,19.4,33.8
HV1,2018-05-20 01:00:00,19.1,21.3,28.3
HV1,2018-05-20 02:00:00,19.3,21.4,20.7
HV1,2018-05-20 03:00:00,14.8,16.9,19.0
HV1,2018-05-20 04:00:00,9.6,9.5,16.2
HV1,2018-05-20 05:00:00,6.6,7.0,16.6
HV1,2018-05-20 06:00:00,13.7,13.8,11.7
HV1,2018-05-20 07:00:00,20.4,23.1,26.6
HV1,2018-05-20 08:00:00,23.4,34.0,16.7
HV1,2018-05-20 09:00:00,15.3,20.0,20.0
HV1,2018-05-20 10:00:00,16.0,21.8,20.8
HV1,2018-05-20 11:00:00,13.0,18.2,15.8
HV1,2018-05-20 12:00:00,10.4,15.2,14.6
HV1,2018-05-20 13:00:00,9.2,13.5,11.2
HV1,2018-05-20 14:00:00,6.7,11.7,14.7
HV1,2018-05-20 15:00:00,10.7,15.6,12.5
HV1,2018-05-20 16:00:00,4.7,9.5,19.1
HV1,2018-05-20 17:00:00,12.6,16.7,16.4
HV1,2018-05-20 18:00:00,21.7,25.0,30.6
HV1,2018-05-20 19:00:00,25.7,30.5,33.3
HV1,2018-05-20 20:00:00,26.5,28.6,37.1
HV1,2018-05-20 21:00:00,31.0,33.4,25.3
HV1,2018-05-20 22:00:00,35.9,37.0,13.5
HV1,2018-05-20 23:00:00,37.3,37.6,13.1
HV1,2018-05-21 00:00:00,26.6,28.3,8.1
HV1,2018-05-21 01:00:00,27.9,28.8,5.9
HV1,2018-05-21 02:00:00,26.0,25.1,7.2
HV1,2018-05-21 03:00:00,27.7,27.5,8.9
HV1,2018-05-21 04:00:00,15.0,17.3,16.8
HV1,2018-05-21 05:00:00,15.2,17.4,21.5
HV1,2018-05-21 06:00:00,17.3,20.9,21.9
HV1,2018-05-21 07:00:00,22.5,29.4,23.0
HV1,2018-05-21 08:00:00,21.4,31.7,32.1
HV1,2018-05-21 09:00:00,25.5,34.3,30.9
HV1,2018-05-21 10:00:00,20.5,26.1,20.1
HV1,2018-05-21 11:00:00,17.4,23.7,9.8
HV1,2018-05-21 12:00:00,12.3,16.6,8.5
HV1,2018-05-21 13:00:00,23.8,27.3,10.7
HV1,2018-05-21 14:00:00,20.2,26.2,10.7
HV1,2018-05-21 15:00:00,16.3,21.8,10.7
HV1,2018-05-21 16:00:00,9.0,17.0,30.4
HV1,2018-05-21 17:00:00,8.4,14.0,58.3
HV1,2018-05-21 18:00:00,9.6,15.9,39.1
HV1,2018-05-21 19:00:00,12.3,19.2,35.7
HV1,2018-05-21 20:00:00,15.1,27.3,58.7
HV1,2018-05-21 21:00:00,20.8,27.0,44.9
HV1,2018-05-21 22:00:00,18.0,23.7,33.5
HV1,2018-05-21 23:00:00,20.9,27.5,17.5
HV1,2018-05-22 00:00:00,18.5,23.7,12.5
HV1,2018-05-22 01:00:00,17.5,22.4,11.2
HV1,2018-05-22 02:00:00,18.0,21.4,11.8
HV1,2018-05-22 03:00:00,20.1,24.9,9.8
HV1,2018-05-22 04:00:00,16.6,20.8,29.6
HV1,2018-05-22 05:00:00,16.8,21.6,21.1
HV1,2018-05-22 06:00:00,14.3,19.3,15.3
HV1,2018-05-22 07:00:00,14.4,19.6,11.7
HV1,2018-05-22 08:00:00,13.6,19.6,10.9
HV1,2018-05-22 09:00:00,17.3,23.2,8.9
HV1,2018-05-22 10:00:00,15.8,25.6,8.3
HV1,2018-05-22 11:00:00,14.6,23.9,7.2
HV1,2018-05-22 12:00:00,11.7,23.9,6.8
HV1,2018-05-22 13:00:00,12.9,27.0,7.9
HV1,2018-05-22 14:00:00,11.8,26.4,6.4
HV1,2018-05-22 15:00:00,12.4,26.3,6.8
HV1,2018-05-22 16:00:00,15.9,28.1,6.3
HV1,2018-05-22 17:00:00,11.8,25.1,6.7
HV1,2018-05-22 18:00:00,12.6,24.0,6.2
HV1,2018-05-22 19:00:00,10.3,20.6,7.7
HV1,2018-05-22 20:00:00,17.1,24.7,7.9
HV1,2018-05-22 21:00:00,19.1,26.7,6.8
HV1,2018-05-22 22:00:00,11.6,18.9,6.0
HV1,2018-05-22 23:00:00,16.6,22.7,4.6
HV1,2018-05-23 00:00:00,16.6,22.2,3.7
HV1,2018-05-23 01:00:00,13.6,19.3,3.4
HV1,2018-05-23 02:00:00,13.8,19.2,3.1
HV1,2018-05-23 03:00:00,14.5,19.8,3.2
HV1,2018-05-23 04:00:00,14.8,19.5,4.3
HV1,2018-05-23 05:00:00,15.3,19.4,4.8
HV1,2018-05-23 06:00:00,14.8,19.3,10.0
HV1,2018-05-23 07:00:00,10.1,13.9,9.1
HV1,2018-05-23 08:00:00,16.2,21.6,11.2
HV1,2018-05-23 09:00:00,17.0,22.6,9.7
HV1,2018-05-23 10:00:00,18.7,25.4,9.6
HV1,2018-05-23 11:00:00,18.9,26.0,7.3
HV1,2018-05-23 12:00:00,15.5,21.5,6.4
HV1,2018-05-23 13:00:00,14.2,20.8,5.4
HV1,2018-05-23 14:00:00,16.4,23.5,5.5
HV1,2018-05-23 15:00:00,23.3,32.1,7.3
HV1,2018-05-23 16:00:00,20.8,28.9,6.5
HV1,2018-05-23 17:00:00,12.7,22.1,6.5
HV1,2018-05-23 18:00:00,12.5,21.3,6.6
HV1,2018-05-23 19:00:00,9.8,18.9,6.2
HV1,2018-05-23 20:00:00,11.3,19.3,6.1
HV1,2018-05-23 21:00:00,10.9,18.5,8.6
HV1,2018-05-23 22:00:00,15.1,22.7,7.6
HV1,2018-05-23 23:00:00,16.3,21.7,4.1
HV1,2018-05-24 00:00:00,9.7,15.6,4.4
HV1,2018-05-24 01:00:00,8.0,13.6,4.2
HV1,2018-05-24 02:00:00,15.3,19.8,4.3
HV1,2018-05-24 03:00:00,11.4,17.3,4.7
HV1,2018-05-24 04:00:00,13.0,18.0,5.9
HV1,2018-05-24 05:00:00,12.6,16.1,8.9
HV1,2018-05-24 06:00:00,13.8,17.6,12.3
HV1,2018-05-24 07:00:00,17.3,23.8,14.2
HV1,2018-05-24 08:00:00,20.4,27.6,12.7
HV1,2018-05-24 09:00:00,19.0,26.3,8.9
HV1,2018-05-24 10:00:00,19.7,27.8,9.8
HV1,2018-05-24 11:00:00,21.6,30.8,11.8
HV1,2018-05-24 12:00:00,16.5,26.6,10.7
HV1,2018-05-24 13:00:00,21.0,37.1,50.0
HV1,2018-05-24 14:00:00,20.0,34.1,58.5
HV1,2018-05-24 15:00:00,27.3,35.5,31.8
HV1,2018-05-24 16:00:00,28.9,40.3,54.1
HV1,2018-05-24 17:00:00,42.6,55.3,67.2
HV1,2018-05-24 18:00:00,31.7,41.2,81.3
HV1,2018-05-24 19:00:00,16.0,22.1,31.5
HV1,2018-05-24 20:00:00,12.6,15.6,8.1
HV1,2018-05-24 21:00:00,10.5,15.0,12.8
HV1,2018-05-24 22:00:00,16.4,20.0,11.2
HV1,2018-05-24 23:00:00,15.4,16.8,7.1
HV1,2018-05-25 00:00:00,16.7,17.3,6.4
HV1,2018-05-25 01:00:00,15.1,15.4,5.5
HV1,2018-05-25 02:00:00,9.3,10.8,5.7
HV1,2018-05-25 03:00:00,16.0,17.3,5.8
HV1,2018-05-25 04:00:00,9.8,8.9,7.8
HV1,2018-05-25 05:00:00,5.2,4.6,11.6
HV1,2018-05-25 06:00:00,5.7,6.7,16.1
HV1,2018-05-25 07:00:00,6.7,11.8,29.8
HV1,2018-05-25 08:00:00,8.9,14.0,39.2
HV1,2018-05-25 09:00:00,25.4,35.1,61.0
HV1,2018-05-25 10:00:00,19.7,28.5,39.1
HV1,2018-05-25 11:00:00,18.0,26.0,61.8
HV1,2018-05-25 12:00:00,28.6,38.8,56.0
HV1,2018-05-25 13:00:00,41.3,46.1,48.0
HV1,2018-05-25 14:00:00,40.4,44.2,56.4
HV1,2018-05-25 15:00:00,38.3,44.2,50.1
HV1,2018-05-25 16:00:00,7.2,10.4,23.8
HV1,2018-05-25 17:00:00,5.4,8.1,20.2
HV1,2018-05-25 18:00:00,29.0,33.6,29.9
HV1,2018-05-25 19:00:00,31.2,32.2,31.6
HV1,2018-05-25 20:00:00,35.0,35.2,27.4
HV1,2018-05-25 21:00:00,39.4,40.5,28.6
HV1,2018-05-25 22:00:00,43.2,43.2,23.0
HV1,2018-05-25 23:00:00,37.7,37.9,18.0
HV1,2018-05-26 00:00:00,44.8,44.9,12.0
HV1,2018-05-26 01:00:00,46.6,49.3,8.1
HV1,2018-05-26 02:00:00,47.5,50.2,6.8
HV1,2018-05-26 03:00:00,48.3,50.9,6.9
HV1,2018-05-26 04:00:00,40.1,41.0,4.8
HV1,2018-05-26 05:00:00,38.6,38.3,4.7
HV1,2018-05-26 06:00:00,42.4,42.0,8.8
HV1,2018-05-26 07:00:00,39.9,39.8,9.3
HV1,2018-05-26 08:00:00,35.6,36.3,9.2
HV1,2018-05-26 09:00:00,27.8,26.6,8.7
HV1,2018-05-26 10:00:00,34.3,36.4,10.1
HV1,2018-05-26 11:00:00,25.3,30.0,9.3
HV1,2018-05-26 12:00:00,21.6,28.6,9.8
HV1,2018-05-26 13:00:00,23.1,28.1,8.7
HV1,2018-05-26 14:00:00,16.8,25.0,8.4
HV1,2018-05-26 15:00:00,23.6,31.4,7.8
HV1,2018-05-26 16:00:00,21.1,27.2,7.7
HV1,2018-05-26 17:00:00,46.8,51.3,12.7
HV1,2018-05-26 18:00:00,35.1,43.2,14.2
HV1,2018-05-26 19:00:00,28.4,36.1,12.4
HV1,2018-05-26 20:00:00,19.0,27.8,12.8
HV1,2018-05-26 21:00:00,25.5,36.3,15.5
HV1,2018-05-26 22:00:00,38.2,45.6,29.7
HV1,2018-05-26 23:00:00,17.7,30.4,36.6
HV1,2018-05-27 00:00:00,29.4,37.3,19.6
HV1,2018-05-27 01:00:00,24.4,31.1,8.9
HV1,2018-05-27 02:00:00,18.8,23.6,5.4
HV1,2018-05-27 03:00:00,20.8,24.6,5.4
HV1,2018-05-27 04:00:00,22.2,26.9,8.3
HV1,2018-05-27 05:00:00,23.3,29.2,11.6
HV1,2018-05-27 06:00:00,22.3,29.5,14.2
HV1,2018-05-27 07:00:00,16.3,25.2,17.6
HV1,2018-05-27 08:00:00,35.1,40.5,21.6
HV1,2018-05-27 09:00:00,28.3,35.0,23.5
HV1,2018-05-27 10:00:00,23.1,31.0,27.0
HV1,2018-05-27 11:00:00,27.9,35.3,40.2
HV1,2018-05-27 12:00:00,27.6,38.4,56.6
HV1,2018-05-27 13:00:00,48.4,54.0,36.4
HV1,2018-05-27 14:00:00,31.8,38.4,24.1
HV1,2018-05-27 15:00:00,35.5,42.6,18.8
HV1,2018-05-27 16:00:00,24.9,33.2,19.2
HV1,2018-05-27 17:00:00,23.0,29.7,17.9
HV1,2018-05-27 18:00:00,23.2,30.1,18.5
HV1,2018-05-27 19:00:00,30.8,38.0,35.0
HV1,2018-05-27 20:00:00,28.2,35.3,36.9
HV1,2018-05-27 21:00:00,37.8,48.4,44.1
HV1,2018-05-27 22:00:00,44.9,55.6,51.6
HV1,2018-05-27 23:00:00,45.0,52.6,36.5
HV1,2018-05-28 00:00:00,46.6,55.1,33.0
HV1,2018-05-28 01:00:00,46.4,53.2,32.2
HV1,2018-05-28 02:00:00,34.3,40.6,18.7
HV1,2018-05-28 03:00:00,36.8,42.6,15.5
HV1,2018-05-28 04:00:00,29.8,33.7,15.0
HV1,2018-05-28 05:00:00,30.0,37.5,21.1
HV1,2018-05-28 06:00:00,32.2,40.8,19.4
HV1,2018-05-28 07:00:00,21.3,32.5,11.7
HV1,2018-05-28 08:00:00,23.8,28.8,9.8
HV1,2018-05-28 09:00:00,22.1,25.6,10.4
HV1,2018-05-28 10:00:00,18.6,22.7,10.1
HV1,2018-05-28 11:00:00,18.5,22.4,10.3
HV1,2018-05-28 12:00:00,19.9,22.4,8.6
HV1,2018-05-28 13:00:00,21.2,24.1,5.8
HV1,2018-05-28 14:00:00,21.2,23.7,5.2
HV1,2018-05-28 15:00:00,17.3,21.1,4.9
HV1,2018-05-28 16:00:00,18.5,22.4,4.0
HV1,2018-05-28 17:00:00,22.9,28.7,11.3
HV1,2018-05-28 18:00:00,25.2,32.6,18.0
HV1,2018-05-28 19:00:00,33.4,37.5,18.3
HV1,2018-05-28 20:00:00,55.0,56.6,23.8
HV1,2018-05-28 21:00:00,58.4,59.0,29.8
HV1,2018-05-28 22:00:00,31.7,35.1,15.9
HV1,2018-05-28 23:00:00,17.7,18.2,5.4
HV1,2018-05-29 00:00:00,22.6,23.4,5.3
HV1,2018-05-29 01:00:00,26.0,27.3,5.5
HV1,2018-05-29 02:00:00,33.5,33.8,4.7
HV1,2018-05-29 03:00:00,25.1,24.8,4.2
HV1,2018-05-29 04:00:00,18.2,18.9,3.7
HV1,2018-05-29 05:00:00,13.8,12.2,5.1
HV1,2018-05-29 06:00:00,14.4,14.9,6.9
HV1,2018-05-29 07:00:00,28.4,29.2,8.2
HV1,2018-05-29 08:00:00,18.8,18.9,6.1
HV1,2018-05-29 09:00:00,15.8,17.8,7.1
HV1,2018-05-29 10:00:00,18.5,21.0,9.6
HV1,2018-05-29 11:00:00,25.1,26.9,34.6
HV1,2018-05-29 12:00:00,23.5,25.2,21.2
HV1,2018-05-29 13:00:00,16.6,18.0,17.5
HV1,2018-05-29 14:00:00,15.9,16.6,12.3
HV1,2018-05-29 15:00:00,11.4,12.6,7.2
HV1,2018-05-29 16:00:00,11.1,13.6,7.8
HV1,2018-05-29 17:00:00,16.8,18.7,7.9
HV1,2018-05-29 18:00:00,15.3,17.3,7.4
HV1,2018-05-29 19:00:00,14.9,17.3,6.6
HV1,2018-05-29 20:00:00,23.5,24.5,8.2
HV1,2018-05-29 21:00:00,24.0,26.1,6.9
HV1,2018-05-29 22:00:00,18.7,21.8,5.7
HV1,2018-05-29 23:00:00,21.8,23.7,2.8
HV1,2018-05-30 00:00:00,0.6,1.7,2.7
HV1,2018-05-30 01:00:00,-3.6,-0.1,2.3
HV1,2018-05-30 02:00:00,10.6,13.4,1.9
HV1,2018-05-30 03:00:00,8.1,9.2,3.6
HV1,2018-05-30 04:00:00,9.1,10.8,3.9
HV1,2018-05-30 05:00:00,4.1,6.2,5.4
HV1,2018-05-30 06:00:00,6.6,7.2,9.7
HV1,2018-05-30 07:00:00,12.4,15.5,13.2
HV1,2018-05-30 08:00:00,5.9,11.6,14.8
HV1,2018-05-30 09:00:00,14.6,17.8,18.8
HV1,2018-05-30 10:00:00,13.9,16.0,19.9
