id,station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration
2979278,HV1,2018-04-29 20:00:00,10.7,12.1,4.6,,,
2979279,GN3,2018-04-29 20:00:00,4.1,7.3,7.6,,,
2979280,GR9,2018-04-29 20:00:00,3.1,9.5,22.4,,,
2979281,LW2,2018-04-29 20:00:00,7.6,10.9,18.8,,,
2979282,GN0,2018-04-29 20:00:00,7.2,9.1,14.3,,,
2979283,KF1,2018-04-29 20:00:00,,,,,,
2979284,CD9,2018-04-29 20:00:00,,,37.2,,,
2979285,CT3,2018-04-29 20:00:00,,,,,,
2979286,CT2,2018-04-29 20:00:00,,,,,,
2979287,BX9,2018-04-29 20:00:00,5.3,,,,,
2979288,BX1,2018-04-29 20:00:00,,8.2,1.2,,,
2979289,TH4,2018-04-29 20:00:00,6.7,14.1,,,,
2979290,ST5,2018-04-29 20:00:00,5.0,14.0,6.5,,,
2979291,RB7,2018-04-29 20:00:00,10.0,8.2,,,,
2979292,TD5,2018-04-29 20:00:00,6.0,,,,,
2979330,CD1,2018-04-29 21:00:00,7.8,13.2,16.9,,,
2979331,BL0,2018-04-29 21:00:00,,12.2,25.1,,,
2979332,GR4,2018-04-29 21:00:00,8.6,5.7,1.9,,,
2979333,MY7,2018-04-29 21:00:00,3.9,12.3,,,,
2979334,HV1,2018-04-29 21:00:00,10.3,14.8,4.3,,,
2979335,GN3,2018-04-29 21:00:00,7.2,13.2,6.5,,,
2979336,GR9,2018-04-29 21:00:00,4.4,10.8,15.8,,,
2979337,LW2,2018-04-29 21:00:00,11.5,12.5,14.6,,,
2979338,GN0,2018-04-29 21:00:00,9.7,11.7,13.7,,,
2979339,KF1,2018-04-29 21:00:00,,,,,,
2979340,CD9,2018-04-29 21:00:00,,,26.2,,,
2979341,CT3,2018-04-29 21:00:00,,,,,,
2979342,CT2,2018-04-29 21:00:00,,,,,,
2979343,BX9,2018-04-29 21:00:00,7.4,,,,,
2979344,BX1,2018-04-29 21:00:00,,10.9,-3.0,,,
2979345,TH4,2018-04-29 21:00:00,7.2,14.6,,,,
2979346,ST5,2018-04-29 21:00:00,4.0,13.0,7.1,,,
2979347,RB7,2018-04-29 21:00:00,12.0,13.4,,,,
2979348,TD5,2018-04-29 21:00:00,5.4,,,,,
2979386,CD1,2018-04-29 22:00:00,4.6,8.5,10.4,,,
2979387,BL0,2018-04-29 22:00:00,,,,,,
2979388,GR4,2018-04-29 22:00:00,6.1,7.8,1.7,,,
2979389,MY7,2018-04-29 22:00:00,5.8,15.1,,,,
2979390,HV1,2018-04-29 22:00:00,9.4,13.2,3.6,,,
2979391,GN3,2018-04-29 22:00:00,10.2,14.0,4.9,,,
2979392,GR9,2018-04-29 22:00:00,3.7,11.7,13.5,,,
2979393,LW2,2018-04-29 22:00:00,11.7,7.8,13.2,,,
2979394,GN0,2018-04-29 22:00:00,8.2,10.4,9.9,,,
2979395,KF1,2018-04-29 22:00:00,,,,,,
2979396,CD9,2018-04-29 22:00:00,,,25.7,,,
2979397,CT3,2018-04-29 22:00:00,,,,,,
2979398,CT2,2018-04-29 22:00:00,,,,,,
2979399,BX9,2018-04-29 22:00:00,7.1,,,,,
2979400,BX1,2018-04-29 22:00:00,,11.7,-1.4,,,
2979401,TH4,2018-04-29 22:00:00,3.6,13.7,,,,
2979402,ST5,2018-04-29 22:00:00,2.0,14.0,7.3,,,
2979403,RB7,2018-04-29 22:00:00,11.0,9.2,,,,
2979404,TD5,2018-04-29 22:00:00,4.7,,,,,
2979442,CD1,2018-04-29 23:00:00,5.2,17.4,7.0,,,
2979443,BL0,2018-04-29 23:00:00,,11.9,13.8,,,
2979444,GR4,2018-04-29 23:00:00,8.8,5.5,1.7,,,
2979445,MY7,2018-04-29 23:00:00,7.3,12.6,,,,
2979446,HV1,2018-04-29 23:00:00,1.4,5.6,3.2,,,
2979447,GN3,2018-04-29 23:00:00,9.1,14.4,4.3,,,
2979448,GR9,2018-04-29 23:00:00,4.5,11.6,10.8,,,
2979449,LW2,2018-04-29 23:00:00,9.6,7.6,11.8,,,
2979450,GN0,2018-04-29 23:00:00,6.4,12.3,8.0,,,
2979451,KF1,2018-04-29 23:00:00,4.1,7.5,,,,
2979452,CD9,2018-04-29 23:00:00,,,20.8,,,
2979453,CT3,2018-04-29 23:00:00,,,,,,
2979454,CT2,2018-04-29 23:00:00,,,,,,
2979455,BX9,2018-04-29 23:00:00,4.8,,,,,
2979456,BX1,2018-04-29 23:00:00,,11.0,-7.4,,,
2979457,TH4,2018-04-29 23:00:00,2.6,14.3,,,,
2979458,ST5,2018-04-29 23:00:00,6.0,13.0,5.8,,,
2979459,RB7,2018-04-29 23:00:00,10.0,12.4,,,,
2979460,TD5,2018-04-29 23:00:00,7.2,,,,,
